"","GSM490136","GSM490137"
"ENSG00000009335",7.77707240983662,7.80068186423083
"ENSG00000009694",6.30865559597741,6.31599656940292
"ENSG00000009830",7.3389355575362,7.71714298660767
"ENSG00000009844",9.13554239399179,8.98805374847794
"ENSG00000009954",6.60111988296906,6.59458961774581
"ENSG00000010017",8.90746916167219,8.88792787743276
"ENSG00000010165",6.81561784256466,6.77542951022819
"ENSG00000010219",6.68701672994036,6.94170917345258
"ENSG00000010244",10.1085872248193,9.98104566736632
"ENSG00000010256",10.3553434240362,10.3989013467175
"ENSG00000010270",7.95669378787282,7.89210973715236
"ENSG00000010278",9.9309865110357,10.3213864565812
"ENSG00000010295",6.05960350197071,6.09063830025177
"ENSG00000010319",7.18556722153994,6.87430294566681
"ENSG00000010327",9.89526396490634,10.1311116757017
"ENSG00000010361",6.01407564073233,6.00588286082221
"ENSG00000010404",7.59767683269712,7.91686459041751
"ENSG00000010610",6.36120227117132,6.44064307265506
"ENSG00000010671",6.11322414706252,6.0725010582507
"ENSG00000010818",6.32797637849611,6.31265799798952
"ENSG00000011009",6.58417465641086,6.49778111790373
"ENSG00000011021",6.00565579717845,6.06706558242662
"ENSG00000011052",6.04869315257319,6.02533278752619
"ENSG00000011105",11.5872541202447,11.3183013235312
"ENSG00000011132",8.10531356289072,8.0032881354703
"ENSG00000011198",9.47013738294876,9.18788842668336
"ENSG00000011260",7.61747461628203,7.27526304107199
"ENSG00000011275",6.72583602874024,6.6226496761449
"ENSG00000011295",8.46604293843751,8.43930447716634
"ENSG00000011304",11.8297556445325,11.9396618632831
"ENSG00000011347",6.06827972916413,6.05761478819077
"ENSG00000011405",7.31533914531704,7.03047855782949
"ENSG00000011422",6.51284062371865,6.42910682949379
"ENSG00000011426",6.69656872194085,6.45240964349506
"ENSG00000011454",10.6981060527245,10.9526411819074
"ENSG00000011465",13.2581497317743,13.6199971980705
"ENSG00000011478",6.0475414608143,6.01839976783536
"ENSG00000011523",7.10280171470416,6.85761430341742
"ENSG00000011566",8.50156495122564,8.35062448667925
"ENSG00000011600",10.8206636626767,10.6001303764964
"ENSG00000012061",6.15541643488815,6.16147386926213
"ENSG00000012171",12.8358995139813,12.9143295412254
"ENSG00000012174",6.21459106211001,6.14840766223893
"ENSG00000012660",8.91566350689143,8.9721904184959
"ENSG00000012822",7.12378264886345,7.2516305580487
"ENSG00000012983",7.88186086343386,7.94567129760361
"ENSG00000013016",6.22988852822593,6.26820454361325
"ENSG00000013306",9.84900380125455,9.92850584072946
"ENSG00000013364",8.89265235072117,9.04581898761136
"ENSG00000013375",8.09915494646388,8.03447142736967
"ENSG00000013441",10.7534712740622,11.066348592043
"ENSG00000013503",9.25842949151128,9.41947259788958
"ENSG00000013561",9.66592084219584,9.65140305106621
"ENSG00000013583",8.38778436760977,8.42132682652817
"ENSG00000013588",6.01344644957606,6.02275162666839
"ENSG00000014123",7.61194023818115,7.30486005435788
"ENSG00000014216",10.2126611741312,10.2620367291007
"ENSG00000014257",6.86204690962418,6.75857954219352
"ENSG00000014824",9.4151146686803,9.47072390736504
"ENSG00000015153",6.27603068350625,6.2361415724387
"ENSG00000015171",9.27710657717731,9.27238177246393
"ENSG00000015475",6.43769893107654,6.23708243871857
"ENSG00000016082",8.87634929009386,9.03350486204127
"ENSG00000017427",6.2687658440801,6.20117043879348
"ENSG00000017797",8.83957492068448,8.77574669885376
"ENSG00000018510",6.70118395530348,6.56559360673886
"ENSG00000018610",7.10405201604206,6.95914290764237
"ENSG00000019169",6.00421990855995,6.00903206561984
"ENSG00000019485",6.96687731527221,6.64386570800084
"ENSG00000019549",7.49347241450274,6.77083993808566
"ENSG00000019582",10.6026130738959,10.763580907
"ENSG00000019991",7.73126363423437,7.37046015212058
"ENSG00000019995",7.48301450145883,7.53271261666557
"ENSG00000020426",7.78350950188688,7.67820282256337
"ENSG00000020633",6.16989827794666,6.49667139593114
"ENSG00000020922",6.47276632044371,6.3092271390351
"ENSG00000021355",9.0015555060048,9.21297278696821
"ENSG00000021574",7.18572852383144,7.5835351162223
"ENSG00000021762",6.61876320651754,6.62699936981722
"ENSG00000021776",7.63891283617556,7.52363300895964
"ENSG00000021826",7.59419500329568,7.49536845599565
"ENSG00000022267",10.612303684319,10.7468947069106
"ENSG00000022277",10.9501009523354,10.9039187659944
"ENSG00000022567",7.9810535724197,8.26832845618499
"ENSG00000022840",7.20783813171631,7.12056046797721
"ENSG00000022976",6.6840705276292,6.79738585821691
"ENSG00000023041",8.5796828080202,8.63832734021237
"ENSG00000023287",8.96323158343655,8.76128542307166
"ENSG00000023318",6.56035497555175,6.80099347964767
"ENSG00000023516",6.02110828714586,6.04041780885184
"ENSG00000023734",10.828391618134,10.7127900948909
"ENSG00000023909",8.75098577884613,8.48294593161457
"ENSG00000024048",8.24376042943487,8.21942964696864
"ENSG00000024422",6.813442226559,6.88241662310093
"ENSG00000024862",9.87764784211996,9.95523219674977
"ENSG00000025039",7.60411447124262,7.7921403463213
"ENSG00000025772",9.41449938212827,9.45734411002216
"ENSG00000025796",8.32461742965386,8.21838583027586
"ENSG00000025800",9.64194449492484,9.62131148544488
"ENSG00000026025",13.0173998373037,12.8067563317051
"ENSG00000026508",6.14106751255691,6.13222130932819
"ENSG00000026559",5.98026400619021,5.97865267965917
"ENSG00000026652",7.00292750145224,6.9378663535437
"ENSG00000027075",10.0889869874864,9.87130445152928
"ENSG00000028116",6.53766211941822,6.55564766531411
"ENSG00000028203",9.28047903167515,9.37770114402057
"ENSG00000028277",6.61366945627872,6.51825082630234
"ENSG00000028528",6.73584202912725,6.76998372789222
"ENSG00000028839",8.90028005437347,9.05313559841211
"ENSG00000029153",6.10126878028267,6.04801150265317
"ENSG00000029363",10.4404191979952,10.5602850938934
"ENSG00000029364",6.67767602723049,6.5511443355619
"ENSG00000029725",9.59980172308772,9.61436602827085
"ENSG00000029993",10.027577805978,10.2847559054711
"ENSG00000030066",9.62824800282455,9.73714301780787
"ENSG00000030419",6.11725001646877,6.14632844457996
"ENSG00000030582",11.0925510489155,11.3473979900378
"ENSG00000031003",8.63844826177301,8.62631845865688
"ENSG00000031081",6.4193260051072,6.29044123530619
"ENSG00000031698",11.3960966090236,11.2789149097546
"ENSG00000032219",6.51012139585892,6.35277976886192
"ENSG00000033030",6.16403561568145,6.14669595951976
"ENSG00000033170",9.56570033147712,9.23618018394922
"ENSG00000033178",8.01179136155834,8.47893522629354
"ENSG00000033327",8.61439763960886,8.65045506482347
"ENSG00000033627",10.7248809035146,10.9111886279037
"ENSG00000033800",8.1529697361649,8.08268907876292
"ENSG00000033867",6.26809373404351,6.32235702759092
"ENSG00000034152",6.0233335047999,6.00365870255707
"ENSG00000034510",13.1002187428208,13.0965558947805
"ENSG00000034533",6.81803476773806,6.83877326047651
"ENSG00000034677",6.09560943141486,6.05320448785786
"ENSG00000034693",7.60303477857767,7.37308464668709
"ENSG00000034713",11.1364106073641,11.121873775375
"ENSG00000035115",8.44500114065677,8.60601079273927
"ENSG00000035403",11.7748399793999,11.4995113449636
"ENSG00000035499",9.00538618544993,9.14548267137733
"ENSG00000035681",8.86483175945733,9.09537521951329
"ENSG00000035687",6.51395274486591,6.42363627456108
"ENSG00000035862",12.4051162033345,12.5104215077515
"ENSG00000035928",6.65877668580388,6.50016192680926
"ENSG00000036054",7.04364718172508,6.8193264919145
"ENSG00000036549",8.05268503895645,8.11013836681471
"ENSG00000036672",5.9830473655016,6.0094464163587
"ENSG00000037042",7.38383878879923,7.3752621351095
"ENSG00000037241",7.64319121618507,7.4089781932577
"ENSG00000037280",7.32020226215595,7.21075281793247
"ENSG00000037474",10.0156854916762,10.1040968459802
"ENSG00000037749",7.27700297309867,6.85190317679758
"ENSG00000037965",6.44635593704853,6.47587956074251
"ENSG00000038002",6.50268233435584,6.62167710171431
"ENSG00000038358",7.52826172781422,7.61877439962512
"ENSG00000038382",6.16871117701433,6.19399717558453
"ENSG00000038427",10.0995109208249,10.3675076151327
"ENSG00000038945",6.10797205900782,6.05996576079681
"ENSG00000039068",6.00396138622899,6.02397649216113
"ENSG00000039123",8.91376556310294,8.71309232818353
"ENSG00000039319",6.91837920084621,6.83576156285543
"ENSG00000039523",9.24275821626567,8.96579794228762
"ENSG00000041353",6.55820782294474,7.25120770374284
"ENSG00000041357",9.28611965017439,8.91952536458385
"ENSG00000041802",6.75690547317021,6.75975297178739
"ENSG00000042429",6.09853804792069,6.02563730133146
"ENSG00000042753",11.2224520157977,11.3150049080187
"ENSG00000043093",6.89740372852589,6.7848340495071
"ENSG00000043462",8.42132682652817,8.48772892314711
"ENSG00000043514",8.37454847948753,8.35746297078314
"ENSG00000043591",7.6484586493637,7.04954410062859
"ENSG00000044446",8.95370970685916,9.35815421138402
"ENSG00000044524",7.60825802843952,7.2916407960788
"ENSG00000044574",9.11445587174888,9.16952753759948
"ENSG00000046604",7.87830632216854,7.64238123094405
"ENSG00000046651",7.00502812442704,7.0582384107234
"ENSG00000047188",6.41159306943579,6.35396768983475
"ENSG00000047315",10.1488058010689,10.123796841301
"ENSG00000047346",7.86870668373273,7.94681217241661
"ENSG00000047365",6.01207621264217,6.05670394102101
"ENSG00000047410",9.46903273161369,9.2684448816426
"ENSG00000047579",6.34303174885323,6.33032925948991
"ENSG00000047597",6.08090772837705,6.03642577343806
"ENSG00000047617",7.7200636569756,7.24641787616377
"ENSG00000047621",6.88063780123333,6.84201955541878
"ENSG00000047634",7.87329847214205,7.15913636706627
"ENSG00000047644",9.32996533397002,9.46185293072276
"ENSG00000047849",6.05390279009334,6.04607912537663
"ENSG00000047932",6.87399023191752,6.87609520405498
"ENSG00000048052",5.99834612848985,6.00536289234786
"ENSG00000048140",8.83182463929808,9.04304364769185
"ENSG00000048392",7.35359567171929,7.50529415099172
"ENSG00000048405",7.14894377853926,7.11611093846556
"ENSG00000048471",6.06240442977412,6.08473707013196
"ENSG00000048544",9.53549007977522,9.5263415284257
"ENSG00000048649",6.08678045406805,6.07017370245006
"ENSG00000048707",6.29821844769119,6.33508695278785
"ENSG00000048740",6.2282762385563,6.22960929321071
"ENSG00000048828",9.60498399652231,9.67492187773391
"ENSG00000049192",7.77434561251872,8.72733392659627
"ENSG00000049245",10.7219062339821,10.681746194389
"ENSG00000049618",7.24982511268766,7.29261051061806
"ENSG00000049759",6.76315707688933,6.93238331710845
"ENSG00000049769",6.55269286702382,6.65432236596212
"ENSG00000049860",13.0442402498644,13.3996794080745
"ENSG00000049883",6.2143077566672,6.19333897202181
"ENSG00000050344",9.85347515686277,9.72145175689695
"ENSG00000050405",9.06644829424531,9.23267750335782
"ENSG00000050426",7.54090421617328,7.19435287793535
"ENSG00000050748",8.71421499631406,8.36166254287332
"ENSG00000051108",10.560006072945,10.728200318178
"ENSG00000051128",6.1898548040433,6.23203037055691
"ENSG00000051180",6.15186046998333,6.07936602591463
"ENSG00000051382",7.90180828961055,8.23415242799049
"ENSG00000051523",10.1270245057101,9.95048377261552
"ENSG00000051620",10.9775067818486,10.995312109709
"ENSG00000051825",6.23613478251831,6.19504313212638
"ENSG00000052126",9.09841227597835,9.06262426947676
"ENSG00000052344",11.3513481449164,11.5300375849773
"ENSG00000052749",6.41516636451451,6.4400683209056
"ENSG00000052795",8.13079220423466,7.7999808468669
"ENSG00000052802",7.55291376130769,7.63530367769363
"ENSG00000052841",7.8167460277767,8.11361905177989
"ENSG00000053438",10.6296116497305,9.47560401483872
"ENSG00000053501",6.07757429661992,6.10104833080799
"ENSG00000053747",8.5152450885673,9.6344152679316
"ENSG00000053770",7.86033588566596,7.56154419098376
"ENSG00000053900",8.49542818644691,8.71714435284233
"ENSG00000054116",9.58531952978919,9.35693088157676
"ENSG00000054118",6.98509392697195,7.14980320980735
"ENSG00000054267",8.77914755167905,8.40309033335278
"ENSG00000054277",10.2336898126984,9.80171738412121
"ENSG00000054598",7.15374356791878,7.04150539568081
"ENSG00000054654",6.62916263070071,6.61441310664316
"ENSG00000054690",8.85531540860172,9.13970976725868
"ENSG00000054965",7.54471636458568,7.74979129055341
"ENSG00000054983",8.97985510546452,8.91566350689143
"ENSG00000055044",9.30293972990031,9.36161021239997
"ENSG00000055070",10.4739340398876,10.2761418958848
"ENSG00000055130",9.32406020443634,9.18780864811244
"ENSG00000055211",10.8355333493088,11.0856294894938
"ENSG00000055332",10.0111294414583,9.99564637955158
"ENSG00000055609",8.05805845999166,7.94912724903693
"ENSG00000055732",6.14159045193978,6.17769779167442
"ENSG00000055917",9.74791213977945,9.78131173215663
"ENSG00000055950",6.24149023319692,6.3202687099854
"ENSG00000056097",9.6012493805494,9.4743067135118
"ENSG00000056291",8.85234452963135,8.45726031966299
"ENSG00000056586",8.29596736529217,8.44885445227916
"ENSG00000056972",8.32691283243508,8.597461868302
"ENSG00000056998",6.02357998829586,6.02803747198289
"ENSG00000057019",6.8757764276594,6.93627162496054
"ENSG00000057252",6.43089790982457,6.5000145711458
"ENSG00000057294",7.90795372828308,8.38476565002517
"ENSG00000057608",10.7175188088605,10.5935540898638
"ENSG00000057657",6.11083054220473,6.09765859996289
"ENSG00000057663",7.11616992110122,7.02879849338626
"ENSG00000057704",6.61358723411235,6.25421252795394
"ENSG00000057757",9.90572873330338,10.0024416851724
"ENSG00000058063",6.24182269816987,6.16616716139558
"ENSG00000058085",7.05810707572128,6.96370157910617
"ENSG00000058091",6.39427508575817,6.34580265278986
"ENSG00000058262",8.88329894148425,8.98147790158379
"ENSG00000058335",6.03430733567964,6.01171442777539
"ENSG00000058668",9.07991654988403,9.61689428343344
"ENSG00000058729",7.66164948387007,7.5457324990791
"ENSG00000058799",8.81499474701347,8.931523018471
"ENSG00000059377",7.90620764320482,7.88090340471799
"ENSG00000059378",7.69588713913638,7.83612428116934
"ENSG00000059588",7.33437423189648,7.77657450152569
"ENSG00000059728",9.10232411603098,9.56964589606457
"ENSG00000059758",6.16613287877644,6.09289356703347
"ENSG00000059769",6.75206105769431,6.92244783004751
"ENSG00000059915",6.04775132259866,6.00784659065921
"ENSG00000060138",11.6701534457123,11.6170904572331
"ENSG00000060140",6.02643424588912,6.03084403548693
"ENSG00000060237",9.15621692920415,9.08975602551592
"ENSG00000060339",9.12858464360524,9.30587737123149
"ENSG00000060558",7.04536996532864,6.93371835622569
"ENSG00000061656",6.06374421846462,6.18205537640535
"ENSG00000061676",11.4950715393325,11.5382345471338
"ENSG00000061794",8.17518108668514,7.91967660251819
"ENSG00000061918",6.35291889466389,6.20216307706302
"ENSG00000061987",8.84124081866362,8.94430952433528
"ENSG00000062038",6.20217001652281,6.1986269816499
"ENSG00000062194",9.88726362650951,9.78364029180973
"ENSG00000062282",6.04249371038462,6.03334267546385
"ENSG00000062485",10.3303371447085,10.2174052655979
"ENSG00000062524",6.07974686298907,6.08400557134327
"ENSG00000062582",8.82347961399666,8.74311419227109
"ENSG00000062650",6.3315439912551,6.31908606814204
"ENSG00000062716",8.00205518219494,7.99623269332053
"ENSG00000062725",6.45466132202588,6.37100273774004
"ENSG00000063046",11.3741581368886,11.2648759496479
"ENSG00000063169",7.5560082741373,7.6149191889567
"ENSG00000063176",8.53679727780548,8.77604456081345
"ENSG00000063241",6.41907026975862,6.44025348478705
"ENSG00000063244",9.96506063970496,10.1628419851415
"ENSG00000063245",10.8111503103404,10.7374654070291
"ENSG00000063322",8.29102776989947,8.27010584468587
"ENSG00000063601",6.08662519159655,6.05067562858062
"ENSG00000063978",7.58157376516154,7.57457078252438
"ENSG00000064012",6.08606696210709,6.0346318227146
"ENSG00000064042",10.4043135200938,10.3997372419284
"ENSG00000064102",6.62715190692965,6.63564908859746
"ENSG00000064115",6.95839062190438,6.77329158797484
"ENSG00000064195",8.03639134221264,7.99285140553615
"ENSG00000064270",6.23386163000005,6.79258551501473
"ENSG00000064300",6.2466112588155,6.12400673491264
"ENSG00000064309",5.98655199133462,6.06629020295391
"ENSG00000064313",8.12845020859551,8.09719636624522
"ENSG00000064393",7.79111726743038,7.7367483222679
"ENSG00000064419",7.43250511842201,7.62573585342117
"ENSG00000064547",6.46118159057601,6.86552862748097
"ENSG00000064601",9.22817939484981,9.48215800943839
"ENSG00000064651",6.38504267868463,6.19779020548846
"ENSG00000064666",6.07401858601314,6.0276834140699
"ENSG00000064726",6.85599664646879,6.78982366606279
"ENSG00000064763",7.64865127443226,7.17845392672721
"ENSG00000064886",6.59556974096405,7.26671544369231
"ENSG00000064961",6.24915035713678,6.45571432325979
"ENSG00000065000",8.72933967694925,8.59293074989649
"ENSG00000065054",6.23182342413175,6.16289620409712
"ENSG00000065057",6.33855629222262,6.2675638186297
"ENSG00000065135",7.93245086098142,7.3691921183843
"ENSG00000065154",8.47005815915784,8.32713173954901
"ENSG00000065243",6.8023634162785,6.72542430333579
"ENSG00000065268",9.41475907731657,9.69437030864987
"ENSG00000065308",10.6432677507543,10.7350427675332
"ENSG00000065320",6.00346237288465,6.07096555527459
"ENSG00000065357",7.58041972644774,7.43518814613807
"ENSG00000065361",6.34491656921381,6.41996116331138
"ENSG00000065457",6.9213807253379,6.90203602379929
"ENSG00000065485",9.0239312723783,9.07478312746248
"ENSG00000065491",8.04996934858074,8.18464999923166
"ENSG00000065526",9.88932223979565,9.89835761757296
"ENSG00000065534",9.72505643857621,9.38062044175868
"ENSG00000065559",8.57518016794204,8.66173167327517
"ENSG00000065613",8.21041102995287,7.95653519279827
"ENSG00000065615",6.93740724308408,6.80442389293581
"ENSG00000065618",6.35603076825838,7.07775961499642
"ENSG00000065621",6.2196100266778,6.27090424858822
"ENSG00000065833",6.17901564526806,6.15074102976323
"ENSG00000065882",6.29828732443151,6.23003621384373
"ENSG00000065883",7.7309839881959,7.81976939777164
"ENSG00000065911",6.51466373304384,6.75456141581594
"ENSG00000065989",6.06981965758544,6.04065577660901
"ENSG00000066027",8.20282906330885,7.97509250934879
"ENSG00000066044",6.22821490363818,6.15268056838096
"ENSG00000066084",8.48980427730952,8.56583253990731
"ENSG00000066136",8.80336327779779,8.62367997891653
"ENSG00000066279",6.54483356164639,6.4228189854235
"ENSG00000066294",6.31228890357582,6.27140612750461
"ENSG00000066322",7.6149191889567,7.45623145394112
"ENSG00000066336",7.30726367792078,6.94037526429559
"ENSG00000066422",6.27584964389361,6.30125575707511
"ENSG00000066427",6.01550654885516,6.03770361073817
"ENSG00000066455",9.8985337980364,10.0969819734746
"ENSG00000066557",6.32138530528064,6.27137915122496
"ENSG00000066583",7.83729927381793,7.59225695348457
"ENSG00000066651",6.64508422649147,6.54675220425746
"ENSG00000066654",6.52009841579657,6.41815156480057
"ENSG00000066739",6.44064307265506,6.33378163607412
"ENSG00000066777",9.22689244916146,9.10382329857837
"ENSG00000066827",6.08149891456012,6.03625242171236
"ENSG00000066855",8.04869081522099,7.85556379089466
"ENSG00000066926",6.41328620675901,6.59603265850208
"ENSG00000066933",8.71774003111991,8.91760609520284
"ENSG00000067057",6.69187898555663,6.78609127461069
"ENSG00000067064",6.82075927009664,6.88358574310725
"ENSG00000067066",6.3545848886627,6.27769625278745
"ENSG00000067082",9.1869774517254,8.879781213307
"ENSG00000067113",7.93652179797589,8.57200316469708
"ENSG00000067141",7.3705598091865,7.39634634470452
"ENSG00000067167",11.8847991885009,11.8297556445325
"ENSG00000067182",10.2783408841485,10.1904334173003
"ENSG00000067208",9.1667363635786,9.56995665668568
"ENSG00000067221",6.6577080194789,6.59432739978661
"ENSG00000067225",6.07613238891765,6.19781995464069
"ENSG00000067248",8.19697699894657,8.06364003996872
"ENSG00000067334",6.11313056818153,6.13314240058239
"ENSG00000067533",7.38447725866899,7.15273752386066
"ENSG00000067560",12.1515802894393,11.9332698198117
"ENSG00000067596",6.42392670599102,6.4041867644704
"ENSG00000067704",10.3406051421416,10.2570584054083
"ENSG00000067798",6.06801044542513,6.18392145173402
"ENSG00000067829",6.08305561050966,6.09327863948553
"ENSG00000067900",6.19372541011797,6.08240983746785
"ENSG00000067955",9.6151111911558,9.64089812907747
"ENSG00000067992",6.54319827442172,6.30749010118995
"ENSG00000068078",7.64823914809667,7.25011924044721
"ENSG00000068079",7.71202471596757,7.76328295855685
"ENSG00000068097",6.29838892843718,6.33246409224067
"ENSG00000068120",11.065049882853,11.2525708460941
"ENSG00000068305",6.21452673081147,6.12528864955323
"ENSG00000068323",6.79738585821691,6.91879988498212
"ENSG00000068354",6.84204755530197,6.72859196719779
"ENSG00000068697",9.82487957832355,9.38652220899946
"ENSG00000068724",6.24874022038237,6.15884220757487
"ENSG00000068745",6.76724102570318,6.71234426309163
"ENSG00000068831",6.49997047203692,6.37056368870953
"ENSG00000068878",8.9207964154639,9.00464333268297
"ENSG00000068912",10.2527186850246,10.3562082357604
"ENSG00000069020",7.36976483223367,7.04451217408774
"ENSG00000069122",11.0464849439863,10.3858193060227
"ENSG00000069248",8.90116205868907,8.93196350186522
"ENSG00000069275",6.85157586261625,6.84243526694803
"ENSG00000069329",9.94138297313615,9.84448825850676
"ENSG00000069345",10.1853506268194,10.1846095022458
"ENSG00000069493",12.306736878299,12.205776309943
"ENSG00000069509",7.24328950870827,7.16172783744234
"ENSG00000069535",6.662513143371,7.4123426228046
"ENSG00000069667",6.79451494945785,7.18841286255017
"ENSG00000069702",12.0386978482385,12.0616579253949
"ENSG00000069849",11.6893649214119,11.4164067403698
"ENSG00000069869",6.66422558175554,6.57098160945999
"ENSG00000069943",8.32824308502551,8.28782142960153
"ENSG00000069956",9.0589737563697,8.97137824778968
"ENSG00000070010",6.23602418494019,6.24807475766222
"ENSG00000070081",10.9099950835886,11.1735634857515
"ENSG00000070087",8.45726031966299,8.0933995523161
"ENSG00000070159",7.80846101081733,8.12025735770949
"ENSG00000070190",6.15395614733396,6.10537640433103
"ENSG00000070214",10.2857519066979,10.2296930993763
"ENSG00000070269",6.2387559232737,6.25670893918926
"ENSG00000070367",6.40025132906855,6.38810616354764
"ENSG00000070404",10.5458945778161,11.1335192379543
"ENSG00000070476",6.36725020062518,6.4498060468944
"ENSG00000070526",6.19260520196037,6.16589507141683
"ENSG00000070540",9.38062044175868,9.56621492074902
"ENSG00000070610",7.37618084333873,7.62202116273057
"ENSG00000070614",6.27099211775654,6.25750025198107
"ENSG00000070756",11.354119342484,11.2934386178218
"ENSG00000070759",8.22006378256343,7.92361868879136
