"";"GSM1784988";"GSM1784990";"GSM1784993";"GSM1784994";"GSM1784996";"GSM1785001";"GSM1785004";"GSM1785005";"GSM1785008";"GSM1785009";"GSM1785011";"GSM1785012";"GSM1785013";"GSM1785021";"GSM1785022";"GSM1785028";"GSM1785035";"GSM1785038";"GSM1785039";"GSM1785041";"GSM1785042";"GSM1785053";"GSM490136";"GSM490137"
"ENSG00000003756";7,41919111345392;7,21332978545426;7,03244973921906;7,31576546886906;7,54760775976145;7,22671780444605;7,26368747812395;7,37712940293294;7,45591437642597;7,60288793212998;7,46384773300548;7,51041073584243;7,71434475999743;7,1076976896663;7,2447950389147;7,12327194897142;7,18374476636785;7,33289403858085;7,66178997218105;7,30728636096177;7,5290139908028;7,30756088457964;10,7701914781425;11,0925510489155
"ENSG00000003987";4,28330895343708;4,21502714096011;4,24131408366416;4,17234230871588;4,03271297430478;4,10225166055456;4,30614979123187;4,05541689473872;4,18765601047203;4,11956057492533;4,19437540630144;4,03856593805602;4,10388653163706;4,14548015119359;4,3543570315994;4,14710387683756;4,11488152832265;4,19437540630144;4,18210701335499;4,13963526508805;4,17896188592838;4,0374785742001;6,36551940866537;6,45542701753685
"ENSG00000004059";4,32538987084083;4,58464329370695;4,85033664778235;4,52675795971489;4,38958751865539;4,61806648626134;4,55522304165693;4,51938164221954;4,4879095837697;5,01523946946802;4,66719163602993;4,4602358392612;4,88411097737216;4,82085001633645;4,62054895706589;4,47434152035181;4,56758976477381;4,57019578725798;4,50690732431374;4,54032453344692;4,3204695727118;4,70982885438813;8,22832134925124;8,1275914533109
"ENSG00000004139";3,46004238716708;4,18815539099025;3,94405716237807;3,56584070962025;3,57944689201431;3,66268230919383;3,67484340025063;3,55468530819032;3,53408656541431;3,79265446173059;3,74211606292216;3,54078961634677;3,53038575799615;3,79090526252799;3,71386453694628;3,54879470467398;3,98324214604509;3,53026974533133;3,76944717446847;3,65784825041754;3,60212479280895;3,68473675410453;6,02193281508753;6,11712775016225
"ENSG00000004142";7,00706706811845;6,89241277326468;6,56128570255599;7,05527675235164;6,92470842215838;6,83835477057632;6,92979679849439;7,09699814328492;6,96969789605386;7,23983493502947;6,9212321327808;6,86874924664243;6,89300489313289;6,67109522948945;6,91842595196608;7,20486755323758;7,20425073770526;7,08881544423293;6,97648651666155;6,95690644375229;6,9467308338624;6,841104282137;6,4041867644704;6,43942393145721
"ENSG00000004455";6,03744639221457;6,03420923760832;5,69260457010443;6,1394706001743;6,21829536071129;5,93498324988215;6,05473463737617;6,06186464283342;6,21298457647914;6,12722549721696;6,15211606442685;6,21377381264653;5,82423797930051;5,93340593691868;6,04512193721469;6,19460292903054;6,10907218605809;5,98604186818602;6,13341999810022;6,17986268754191;6,08344944719095;5,95457547426711;9,78131173215663;9,71365747095157
"ENSG00000004478";6,69251878988851;6,46178932431286;6,18938268368392;6,68888185546329;6,79756571274238;6,22476977132517;6,69878724647417;6,67353565559118;6,91515349244042;6,86390326460712;6,81563503833111;6,71405138939965;6,4729909873614;6,62729345475389;6,64986304633028;6,72041194925946;6,80109788449801;6,92566813518028;6,69306736018454;6,8448997110009;6,77567071914336;6,59110817345116;8,43524111894627;8,2580904775354
"ENSG00000004487";5,94104801040778;5,91614925064505;5,66506804128062;5,94104801040778;6,00857587942082;5,60899934631159;5,681278806015;5,98090033942989;6,02916730892441;6,02619159169069;5,90931337605819;6,01985458170126;5,79413819191461;5,7814477778176;5,88156753447286;5,87268179115544;5,89093344945994;6,05756478545318;5,96264816142222;5,95962645863746;5,96017562448407;5,93742230446818;8,39292979775004;8,47285670566586
"ENSG00000004534";5,78601990356032;5,7331724431647;5,61046453627886;5,64318002477471;5,95176149120729;5,64238951313706;5,76760381422032;5,78165322080251;5,751754555661;5,88190131636967;5,6771777719049;5,82715506456943;6,32997412279006;5,83429089611415;5,80360909782276;5,53896710446133;5,61346185932227;5,59119389901296;6,02856699988262;5,69231595061161;5,87496848175079;5,67270119446004;8,42621785232505;8,67048826727182
"ENSG00000004776";6,53037237512296;6,53680397202714;6,68331974452196;6,32344002464446;6,74714425250385;6,59444428316712;6,67262351054326;6,51402559187043;6,85403733990713;6,4782773533949;6,67511228914917;6,70617125534784;6,66050320921204;6,9093890672498;6,70446986069343;6,68156137388083;6,86458074635283;6,99337322057829;6,52021166170728;6,53873385052159;6,45311062417312;6,77125696388032;7,25603290326185;8,71620492330773
"ENSG00000004777";5,83872541038922;5,87537310033813;5,93240729993979;5,81682125059384;5,76859836651312;5,99500397574377;5,88555785208679;5,93374087896434;5,7787047842002;5,74440066201055;5,81666799368559;5,84581350125904;5,92291817336387;5,98745563267032;5,92404406168248;5,94295863750084;5,956233064287;5,88519945421338;5,75524126327739;5,8780272127162;5,84925493781631;5,88633147750533;6,35615767486825;6,56007079775613
"ENSG00000004779";6,7318904805217;6,66317105163895;6,30462618275507;6,65511230628141;6,60944483664792;6,70597114666194;6,67881967741933;6,58593514680748;6,5923506313449;6,61653942304282;6,84072873470227;6,58162711695278;6,45652474986096;6,57524842527703;6,70177304232874;6,65359448625188;6,85346252431831;6,70161451619848;6,73988752738087;6,99709985638996;6,66080830139526;6,53187247711018;11,0378135968205;10,9521460915812
"ENSG00000004799";6,65285921838084;6,70688709765838;6,10426468434466;6,42427174100875;6,82200369114641;5,32837825426718;6,54040413743963;5,98194966144205;6,38335593982338;7,23863825534984;6,41394831630271;6,18234455352787;6,24306581759642;6,29006901531663;6,60383852563582;6,74487136543716;6,0207379580643;7,04909888947914;6,28987272961742;6,66085569156537;6,76703758279359;6,78290176228877;11,1486389768469;10,8776430624707
"ENSG00000004838";5,53113446380229;5,54302226559593;5,77087845309172;5,54711137935039;5,42133496111732;5,66706295276246;5,60413447906666;5,5794188088891;5,54807096348492;5,45496405942902;5,52107111513634;5,52986284225691;5,66180073935426;5,65695398650311;5,56577640043169;5,65840777495513;5,58121883818447;5,55567212204157;5,45400208926566;5,51693235953707;5,52953051394644;5,57501369747899;6,09132785313368;6,0500671968591
"ENSG00000004864";5,24933702488575;5,26218923751908;5,23768920105724;5,43042389510986;5,36373213651223;5,19359700468693;5,15708549842371;5,43396588990515;5,38847774855307;5,46418153889844;5,31777494866334;5,25928931324577;5,26468637454869;5,24922969552246;5,29218596036757;5,30924421261339;5,39366052449037;5,37335982632723;5,34431929891525;5,39294511831128;5,39035336450484;5,23227047580379;7,77842338530278;7,57030250282834
"ENSG00000004897";6,11184775441017;5,95101817261292;5,83684889841044;6,04679237209946;6,2942354005836;5,61899878864475;5,64689930846672;6,02128927461584;6,11369140962736;6,17890346756208;6,21292035218978;5,78124196293068;5,8611719760534;5,7760371315298;6,12063835910918;5,75432474951318;5,71190935244821;6,00619849951634;5,98522800596912;5,99931125074362;5,99926844720768;6,12769259269366;6,20013561099885;6,21136879036014
"ENSG00000004948";3,48312371089792;3,34066113238744;3,45791998774333;3,48016968751866;3,3060505984752;3,29554991658045;3,53976939898951;3,4071793100595;3,28894338103149;3,32037830372547;3,31676828626881;3,20546222844866;3,29405589350748;3,32587720852231;3,29769320022035;3,40454309957171;3,33769564992844;3,42292366748995;3,2870113077697;3,29696768022849;3,56790092732788;3,2167979324315;6,20124864364188;6,29531022979767
"ENSG00000004961";6,34120104845725;6,25147559907292;6,0674860963664;6,39019828565328;6,34622397620784;6,2177910962014;6,3463884967362;6,40004552642697;6,60752810528936;6,42110584133064;6,52768692232501;6,498472646039;6,25038312753276;6,32787314549647;6,62320577084471;6,57619292457859;6,53252715275079;6,39081220969575;6,41094595103319;6,48366911606891;6,31540092612027;6,34083669869164;6,33629447783903;6,25357892281435
"ENSG00000005007";6,76852322855811;6,59964572755091;6,55783782177603;6,61505949293333;6,70545299260654;6,50961223953931;6,55187023723793;6,77401768410318;6,70248739241855;6,93521204535311;6,53238907397969;6,78079469610338;6,63203330399566;6,52795296311622;6,52622078155617;6,67207246308233;6,64121819092436;6,72789179787606;6,80272012811515;6,5051691880427;6,6343341209991;6,67543432999851;8,56352076352806;8,58139407266844
"ENSG00000005022";7,03423819378839;7,12472226546752;6,7548054570746;7,29531032927671;7,08344490959428;6,88472006087461;7,41676062625419;7,07656695140465;6,9428954550346;7,10130484703903;7,08274153329896;6,93093249915563;6,8628351631773;6,66033526435347;7,10490872295055;7,47632722972334;7,40043837186578;7,09633211590786;7,06225529885416;7,03475665877575;7,24227127293753;6,92548135261428;12,3489626929604;12,3456550168509
"ENSG00000005059";5,39431380824112;5,39822500150007;5,26749235417852;5,64457713966835;5,2940152685745;5,22824445443378;5,63799238259941;5,2731743403561;5,41595135046811;5,44051513454634;5,15846213982445;5,29342925250978;5,25076457105507;5,23875226678725;5,48286701102056;5,64477741335566;5,43335392430436;5,44843762394195;5,42985427681231;5,50513250137047;5,42498629727778;5,24103435549673;9,25239870625841;8,92964997997148
"ENSG00000005073";4,61409150462457;4,71515245821015;4,47329278942412;4,38066473058379;4,62069476259028;4,52658372084958;4,70158638170027;4,56674281655703;4,52316294109404;4,60530680652107;4,50973741963254;4,60428315889536;4,65373365667871;4,69082429647045;4,67197719456488;4,67438111271547;4,60270028282674;4,88416681725663;4,67493226708176;4,31070962488918;4,68778950768377;4,64133854328535;6,1433925702242;6,06827972916413
"ENSG00000005075";7,49484350954617;7,50011283245258;7,36292621763849;7,38016401758108;7,46317086379372;7,64563485774915;7,51711903354924;7,45714352299499;7,40183006310381;7,70361509799569;7,67303055422213;7,53603570742035;7,68468196331832;7,35311426734247;7,59082620408471;7,60267639348486;7,51009584204677;7,47096984613174;7,59474562446666;7,59747335049697;7,47999428913682;7,39632235895441;6,23755871821999;6,29787278695714
"ENSG00000005108";7,86724685401188;6,92841118536479;7,44953720423327;7,20665963012352;7,22705014924109;7,45822826744811;7,22612181283643;7,27233673455847;7,19228947749938;7,35968513688271;7,62917823085058;7,80072263264927;7,64160355022103;7,29446923267694;6,68308678933753;7,36652043803823;6,72701098831216;7,94795024585767;7,28764350338345;7,1511341489364;7,34699227864022;7,54994068319147;6,83086518060404;6,36725020062518
"ENSG00000005156";4,96165941236998;4,72272155560269;4,77125061016718;5,33059278687993;5,15380745358206;4,77940011572673;4,9879287855055;4,92889484085532;4,89642054687782;5,13274783714432;4,76962378839651;4,86006504653601;4,75194373737377;4,53248006645071;4,68619624825034;4,64363256161641;4,49993343940691;4,85913558886799;4,89226129936541;4,74404755396812;4,99376486050837;4,72096590234276;7,08438085079243;7,03057151193427
"ENSG00000005175";4,22101045171193;4,30078635509551;4,19705554061939;4,3761407311178;4,41896928295633;3,98794681694719;4,17429514989914;4,2311062442248;4,14005795539207;4,05879740937714;4,16923189095686;4,21242573656254;4,11925234550973;4,01151140755597;4,28569071585858;4,12337927904462;3,92160667650181;4,20366970664974;4,09556658083681;4,12400798437134;4,24122469871406;4,17208455355951;7,43518814613807;6,93183587640638
"ENSG00000005194";5,99484813220511;5,92245302586332;5,73416654477882;6,02506495698969;5,97396356283358;5,8266283518436;5,91345377227166;6,03897673015412;6,00739289132875;6,08813570394162;6,08097515595705;5,95459351984117;5,93121650406151;5,8664854253938;5,91349955374387;6,00637957866599;6,06659418855589;6,02072584028178;5,9984787109446;5,907873585493;6,09509794962576;5,87698315533943;7,73512924091775;7,48028591389514
"ENSG00000005243";5,36319624244729;5,36674502185913;5,48519943893626;5,43786225050656;5,56107781564215;5,5167479308864;5,53571073117827;5,29324242248216;5,39333925067481;5,40391917464443;5,50181448672191;5,50379326678369;5,45440245572949;5,72233803688472;5,41826965796761;5,55289693779452;5,57701171298295;5,75650361133661;5,61646101469793;5,44586458686645;5,51589861866584;5,40886084450191;6,28036560624694;6,22883207010355
"ENSG00000005302";5,13295051257645;5,06342349368216;5,03549190448176;5,0031497016225;5,16686350075834;4,92776776840414;4,99636750180497;5,06394891627674;5,17332996824577;5,26034917055816;5,09622181976822;5,08397060047933;4,97922932692003;5,24664883063064;5,25812775302158;5,05176817669482;5,16686350075834;5,14117834574282;5,17093507370118;5,63940009500636;5,13070687572944;5,15071690476225;6,78251580745219;6,67186335650395
"ENSG00000005339";6,96758336382794;6,84218867249594;6,54059268513288;6,77418721934628;7,08984375097319;6,63232914382217;6,60335700434134;7,09240425425906;7,04093804260387;7,1226976986598;6,66379063262591;6,99718019045028;6,73961417238426;6,71488975907728;6,83755698448539;6,66677122148488;6,82203043382816;6,89273334712275;7,14110180708546;6,69291351448513;6,80972614392948;7,15237875194415;9,20391893124464;9,27153920699551
"ENSG00000005469";4,82249004149962;4,57205466506129;3,85168092076897;5,1551300362995;4,29889837390389;3,9300304087029;4,46911454763485;4,6681786931971;4,23891355758975;4,72351252246424;4,26494124672875;4,18946165982709;4,30864414221267;3,78779627832358;4,13327648784774;3,26149666402245;4,28087634918638;4,6017673637802;4,01107440882223;4,15427848180806;4,52138014046813;4,57410883805117;6,93777905111095;7,34677099915539
"ENSG00000005483";5,88940744070322;5,88449709332908;5,8330623474634;5,88123322659772;5,84833701690093;5,69863532045802;5,8009188159253;5,72558278088391;5,88449709332908;5,96205399377211;5,75740963338568;5,66872373803652;5,53082253991468;5,88449709332908;5,99477896149187;5,33052639003338;5,45121427273616;5,63171776071649;5,98827387601925;6,01574955264833;5,61338407265516;5,95610999997356;6,82320779145314;6,52260343007212
"ENSG00000005486";7,24868216514727;6,98186380326339;6,95509248536419;6,75216915139664;7,06254447274216;6,94167570352064;6,79582663233612;7,23144777157042;7,50457667523542;7,50409518841176;7,04237754370995;7,35512186302492;7,10484285724934;7,24115946538171;7,3818260568447;7,41023220048976;7,57104994701425;7,20044331044274;7,31334170591356;7,78206825959725;7,1895331150371;7,2351669918467;10,8099875570415;10,4997687021437
"ENSG00000005513";6,41414369884695;6,3909235599111;6,64965933911004;6,29794136320793;6,128338750783;6,3956319236493;6,58934062891036;6,11086717351744;6,39074556532678;6,26379439174247;6,35708135637424;6,4465024545479;6,37086233826049;6,60183648603809;6,46696673188626;6,49802060137211;6,62590352818441;6,2657327602727;6,33928198067986;6,40151945785591;6,37245086722534;6,44731271640203;6,17031017934912;6,15540828082656
"ENSG00000005801";4,18932808336837;4,33415941535143;4,27805350258219;4,4308119432909;4,44156086597159;4,340519662416;4,21543445722182;4,46927110288697;4,3610036649384;4,33194029550277;4,28869452453116;4,22250980361886;4,54556295888948;4,42552575456236;4,53788952469317;4,2535435497376;4,18423908349777;4,23746418305726;4,43492151140197;4,35453051819155;4,28417843258308;4,33196152733715;6,66363085730657;6,74923506005339
"ENSG00000005810";5,09598140714747;5,07329088004495;4,9384637798897;5,29756155838495;5,18798719264863;5,01811898572682;5,09093528080984;5,15403727174911;4,95727279836297;5,11725285277541;4,9654712351809;4,98392765081419;4,99569049306976;4,89665658764226;4,92490550620896;4,92737408319692;4,71004703740078;5,08782993604923;5,28988911904253;4,85104245976825;5,19173194388684;5,20977803873607;8,78208445581556;8,69399121990852
"ENSG00000005844";4,81338951118349;4,89354294278405;4,927268419986;4,79299025513884;4,81993233850642;4,9060069607836;4,86246169608237;4,87978737525101;4,81920940886912;4,80590808041174;4,8163629976094;4,76694349760165;4,96006281625713;4,90060719621536;4,97886400623652;4,87978737525101;5,03382800849061;4,92923870792263;4,82365906771737;4,91707646453958;4,87978737525101;4,92321363385278;6,10988799969315;6,16634889336474
"ENSG00000005882";5,98210576064448;5,91737001337763;5,94614912437578;5,99967720654824;5,86164451713144;5,90322473913766;5,92064076553061;6,17815168605422;6,06043444172744;5,86153861229147;5,90134152893715;6,20933071270156;5,88323890254706;6,0183166973926;6,07411409362253;6,02788499834412;6,07796527267673;6,06940161816493;6,10504503213043;5,82157425808777;6,06301791980913;6,13485835920834;6,16691035234278;6,12410794126875
"ENSG00000005889";5,98275980055678;6,03824938568614;6,01894853701499;6,21198362184326;5,99569145965611;5,90895141192157;6,13534314065647;6,02915290389407;6,01905142209558;5,94927653008298;5,89773846881563;5,90048887526037;6,02389789177577;5,88361194491144;5,93746836209799;5,79776224449931;5,92521491374499;5,88801238363858;6,13007386092681;5,92167865345963;6,12435737952555;5,9812032755995;7,40211827348232;7,17029661084888
"ENSG00000005893";7,07239992777302;7,04373338083739;6,93437890729357;7,30405136860234;7,29173876792921;6,76024777283557;6,86927853431228;6,99915139378446;7,24878555521475;6,95217384460356;7,10613917078769;6,72210369664635;6,53351679021016;6,10575816610409;6,75689446694588;7,05390955818074;6,82665653517684;7,05428127970914;6,91323326432361;6,82969603287421;7,03605936094509;6,71506872009741;7,19720423237046;7,09814142294711
"ENSG00000006007";6,88821388092998;6,86574683302989;6,50108631677901;6,87192354290194;7,05070360414283;6,53165425801974;6,82500661193638;7,1395554990283;7,26091785052033;7,08884547719887;7,10373086560878;6,90866539559682;6,49193918739605;6,72131741530554;6,89889046340545;7,25422772394018;6,88884885935541;6,78423820083201;6,92700043638075;7,02925521876693;6,9744738562563;6,97868166837359;7,71714298660767;7,50661179756147
"ENSG00000006016";5,90940293582194;5,86499185403553;6,02125175837106;5,847281721968;5,86507440163713;6,09627175961804;5,88406871882163;6,00029044510305;5,97041042127207;5,812920456653;5,83846108979749;5,85086427468519;5,9228157600391;6,32050253321603;5,86404304507645;6,09456891979014;6,22144997595556;6,14083298048066;5,79561447708031;5,89516946645933;5,78594366292273;5,92670001120411;6,69510934629274;6,54622363350139
"ENSG00000006025";5,5585245655624;5,59402408564998;5,63857526848178;5,59023994359349;5,39514968838873;5,79980006101727;5,62137942342282;5,64671224387213;5,51753986909433;5,50045003884427;5,6185871280412;5,53974901048867;5,64038955525225;5,73847186932229;5,58183076459572;5,643291818584;5,66376840985846;5,6129752442328;5,45430372722829;5,53943013498619;5,56077070873336;5,59890989015292;6,18027371223769;6,25593967269822
"ENSG00000006125";6,44245558894674;6,30145567124524;6,06454128464459;6,38535058531152;6,65250398655736;6,03198289586221;6,007183070437;6,38824975312331;6,63543841239762;6,60136509269607;6,32617458263359;6,32752380089135;6,09876744372802;6,04255262527402;6,30332106526639;6,2977466262374;6,43736438904156;6,4526065408215;6,50578790457842;6,30963959960666;6,37235227803941;6,48513189182295;7,03334509286792;6,79975371033713
"ENSG00000006327";9,53949562005567;9,15945139297274;9,0485079936948;9,28375165980002;9,31029243871883;9,31368320439557;9,1328154167149;9,51060598985806;9,72946834775084;9,63081611271697;9,60642048793193;9,26922572784961;9,23494379292383;9,23184803688567;9,72553411169967;9,89628652666924;10,1942077227946;9,41215796326828;9,58342158953494;9,85906778168228;9,37478651462585;9,38436024057209;9,73189893441203;9,89193287520702
"ENSG00000006432";3,44094574458983;3,7167777556064;3,61886008617399;3,54748807015101;3,61400568360159;3,58992742736117;3,35479838862419;3,84985546091353;3,61568368678066;3,99154240204504;3,74232312453344;3,63341981152046;3,47629694362314;3,42053739667572;3,31284934968059;3,48448065037088;3,40868746144688;3,73588808956464;3,5406846217012;3,61697930036874;3,41330919900565;3,94127341650114;6,50016192680926;6,55381641711911
